employee_id,first_name,last_name,gender,birth_date,hire_date,exit_date,attrition_flag,manager_id,role_id,is_ghost_manager_flag,invalid_exit_date_flag,missing_exit_date_flag,active_with_exit_date_flag,age_years,tenure_years
6700,Nader,Ramadan,Male,1999-01-19,2020-08-23,,No,11516,46,False,False,False,False,27.0,5.4
6701,Samir,Zaki,Male,1992-11-29,2024-02-10,2024-12-20,Yes,5818,51,False,False,False,False,33.1,0.9
6702,Sameh,Saber,Male,1999-09-24,2022-11-23,,No,2645,23,False,False,False,False,26.3,3.1
6703,Abeer,Roushdy,Female,1992-01-25,2019-11-23,,No,14976,27,False,False,False,False,33.9,6.1
6704,Hala,Gamal,Female,1998-04-22,2024-04-17,,No,1339,68,False,False,False,False,27.7,1.7
6705,Laila,Sherif,Female,1996-12-06,2019-07-13,,No,9167,58,False,False,False,False,29.1,6.5
6706,Nevine,Selim,Female,1987-02-28,2020-09-21,2020-09-11,Yes,7189,73,False,True,False,False,38.8,-0.0
6707,Fatma,Moustafa,Female,1983-07-06,2019-04-04,2019-01-31,Yes,2779,62,False,True,False,False,42.5,-0.2
6708,Reem,Khattab,Female,1999-12-07,2021-07-24,,No,10320,56,False,False,False,False,26.1,4.4
6709,Hazem,Mandour,Male,2002-03-18,2020-01-19,,No,14219,13,False,False,False,False,23.8,6.0
6710,Manar,Arafa,Female,1978-11-22,2019-10-12,,No,1728,52,False,False,False,False,47.1,6.2
6711,Asmaa,Elnaggar,Female,1998-02-16,2024-05-12,,No,14752,25,False,False,False,False,27.9,1.6
6712,Hend,Tawfik,Female,1989-05-18,2021-03-31,,No,13804,38,False,False,False,False,36.6,4.8
6713,Dina,Ghoneim,Female,1975-08-09,2019-12-26,,No,1596,31,False,False,False,False,50.4,6.0
6714,Eman,Rizk,Female,1992-09-04,2020-08-08,,No,12916,25,False,False,False,False,33.3,5.4
6715,Eman,Saad,Female,1987-02-08,2019-01-13,,No,9482,38,False,False,False,False,38.9,7.0
6716,Ramy,Sorour,Male,1989-06-22,2023-03-07,,No,3580,28,False,False,False,False,36.5,2.8
6717,Sara,Nasr,Female,1999-11-17,2022-08-21,,No,8977,35,False,False,False,False,26.1,3.4
6718,Sameh,Ibrahim,Male,1982-03-26,2021-06-21,2022-08-20,Yes,2315,9,False,False,False,False,43.8,1.2
6719,Essam,Tantawy,Male,1976-10-31,2019-12-31,,No,2400,74,False,False,False,False,49.2,6.0
6720,Yasmin,Selim,Female,1997-04-06,2019-11-07,,No,10006,48,False,False,False,False,28.7,6.2
6721,Ola,Assal,Female,1998-06-15,2021-11-30,,No,1855,24,False,False,False,False,27.5,4.1
6722,Nader,Ezzat,Male,1980-03-02,2020-08-26,,Yes,14423,8,False,False,True,False,45.8,5.3
6723,Eman,Elnaggar,Female,1998-01-06,2023-11-09,,No,4601,67,False,False,False,False,28.0,2.1
6724,Ashraf,Shaker,Male,1992-07-03,2022-11-02,,No,3058,47,False,False,False,False,33.5,3.2
6725,Eman,Abboud,Female,1997-02-17,2020-09-18,,No,3722,36,False,False,False,False,28.9,5.3
6726,Hosam,Sherif,Male,1998-01-08,2021-11-01,,No,13437,70,False,False,False,False,28.0,4.2
6727,Omar,Borhan,Male,2002-07-07,2021-07-29,,No,4223,35,False,False,False,False,23.5,4.4
6728,Hosam,Hassan,Male,1999-01-23,2019-06-16,,No,4400,34,False,False,False,False,26.9,6.5
6729,Tarek,Khalil,Male,1987-01-06,2023-09-11,,No,13601,72,False,False,False,False,39.0,2.3
6730,Mohamed,Tantawy,Male,1982-09-23,2019-10-02,,No,1529,50,False,False,False,False,43.3,6.3
6731,Naglaa,Ayoub,Female,2001-07-10,2023-06-26,,No,9424,34,False,False,False,False,24.5,2.5
6732,Sherin,Sorour,Female,1992-11-11,2024-04-14,,No,10566,51,False,False,False,False,33.1,1.7
6733,Heba,Gouda,Female,1991-01-06,2020-04-10,,No,12035,37,False,False,False,False,35.0,5.7
6734,Rania,Badawy,Female,1997-10-17,2022-11-13,,No,11237,3,False,False,False,False,28.2,3.1
6735,Youssef,Gouda,Male,1998-07-31,2023-03-03,,No,8662,15,False,False,False,False,27.4,2.8
6736,Ziad,Morsi,Male,2001-11-20,2021-11-23,,No,2871,23,False,False,False,False,24.1,4.1
6737,Doaa,Elwy,Female,1968-11-13,2024-02-22,,No,14499,10,False,False,False,False,57.1,1.9
6738,Magdy,Zohair,Male,1985-09-25,2019-07-30,2023-08-12,Yes,2367,7,False,False,False,False,40.3,4.0
6739,Nevine,Ismail,Female,2001-12-06,2019-04-23,,No,7963,67,False,False,False,False,24.1,6.7
6740,Hassan,Yousef,Male,1998-06-02,2019-04-02,,No,4562,12,False,False,False,False,27.6,6.8
6741,Ramzy,Metwally,Male,1999-08-31,2020-07-14,,No,3367,34,False,False,False,False,26.3,5.5
6742,Rabab,Amer,Male,2002-12-21,2023-03-11,,No,10347,13,False,False,False,False,23.0,2.8
6743,Abeer,Abdalla,Female,1975-12-19,2021-04-06,,No,2345,44,False,False,False,False,50.0,4.7
6744,Ramzy,Zaki,Male,1999-11-09,2019-11-05,2021-05-20,Yes,7521,56,False,False,False,False,26.1,1.5
6745,Omar,Zohair,Male,1998-02-27,2020-04-11,,No,6550,3,False,False,False,False,27.8,5.7
6746,Laila,Ismail,Female,1985-05-08,2021-11-05,,No,13438,31,False,False,False,False,40.7,4.2
6747,Ramy,Sherif,Male,2000-03-06,2019-04-16,,No,12456,24,False,False,False,False,25.8,6.7
6748,Nadia,Gabr,Female,1980-04-11,2019-11-11,,No,2878,63,False,False,False,False,45.7,6.1
6749,Faris Sameh,Fouad,Male,1998-06-07,2024-05-22,2025-10-16,Yes,10611,12,False,False,False,False,27.6,1.4
6750,Ahmed,Zohair,Male,1973-12-14,2024-02-13,,No,8865,10,False,False,False,False,52.0,1.9
6751,Mariam,Ismail,Female,2000-11-03,2021-10-04,2024-12-08,Yes,15054,45,True,False,False,False,25.2,3.2
6752,Sherif,Ghoneim,Male,1992-08-27,2021-01-02,,No,6673,7,False,False,False,False,33.3,5.0
6753,Aya,Borhan,Female,2001-02-13,2020-06-17,,No,2638,34,False,False,False,False,24.9,5.5
6754,Ramy,Borhan,Male,1988-07-03,2022-02-21,,No,9143,16,False,False,False,False,37.5,3.9
6755,Faris,Bayoumi,Male,1999-03-04,2023-08-18,2025-09-28,Yes,812,1,False,False,False,False,26.8,2.1
6756,Ahmed,Gamal,Male,1983-03-28,2024-06-08,,No,4432,75,False,False,False,False,42.8,1.6
6757,Hala,El-Sayed,Female,1995-02-11,2023-12-17,,No,8493,15,False,False,False,False,30.9,2.0
6758,Reem,El-Sayed,Female,2001-10-23,2023-09-14,,No,734,23,False,False,False,False,24.2,2.3
6759,Sara,Abdalla,Female,1994-06-14,2023-11-12,,No,1560,36,False,False,False,False,31.6,2.1
6760,Mostafa,Attia,Male,1993-03-31,2020-01-08,,No,10756,48,False,False,False,False,32.8,6.0
6761,Sahar,Fouad,Female,2001-03-21,2019-08-04,,No,8714,1,False,False,False,False,24.8,6.4
6762,Shereen,Shaker,Female,1999-05-20,2021-02-20,2025-06-20,Yes,11302,68,False,False,False,False,26.6,4.3
6763,Omar,Ayoub,Male,1998-10-29,2023-09-03,,No,9405,68,False,False,False,False,27.2,2.3
6764,Sahar,Badawy,Female,1969-08-14,2020-03-18,2022-01-03,Yes,6555,11,False,False,False,False,56.4,1.8
6765,Ibrahim,Zohair,Male,1998-08-26,2019-09-27,,No,7290,14,False,False,False,False,27.4,6.3
6766,Laila,Osman,Female,2001-05-02,2019-11-16,,No,8785,56,False,False,False,False,24.7,6.1
6767,Ghada,Yousef,Female,1998-04-25,2019-01-31,,No,3079,12,False,False,False,False,27.7,6.9
6768,Lobna,Abboud,Female,2001-09-12,2022-10-08,,No,8246,2,False,False,False,False,24.3,3.2
6769,Nour,Fekry,Female,2001-03-07,2019-07-16,,No,9858,13,False,False,False,False,24.8,6.5
6770,Mariam,Abboud,Female,1979-04-09,2019-08-27,,No,6883,63,False,False,False,False,46.7,6.3
6771,Amr,Fekry,Male,1983-04-05,2022-11-27,,No,4313,63,False,False,False,False,42.7,3.1
6772,Nader,Nassar,Male,2002-04-22,2022-01-05,2023-09-23,Yes,2952,46,False,False,False,False,23.7,1.7
6773,Magdy,Gamal,Male,1972-01-26,2020-03-17,,No,13427,76,False,False,False,False,53.9,5.8
6774,Yasmin,Mansour,Female,1998-03-23,2022-05-08,,No,798,34,False,False,False,False,27.8,3.7
6775,Karim Ramzy,Hegazy,Male,1992-02-08,2024-02-07,2025-07-28,Yes,4885,4,False,False,False,False,33.9,1.5
6776,Samir,Attia,Male,1987-06-30,2023-03-08,,No,11149,5,False,False,False,False,38.5,2.8
6777,Salma,Bishara,Female,2001-05-10,2022-10-01,,No,5667,67,False,False,False,False,24.6,3.3
6778,Magdy,Ismail,Male,1998-04-25,2020-01-09,,No,4569,48,False,False,False,False,27.7,6.0
6779,Khaled,Khalil,Male,1998-12-07,2022-05-01,,No,13699,56,False,False,False,False,27.1,3.7
6780,Hosam,Ghoneim,Male,2002-01-16,2023-05-30,,No,8373,12,False,False,False,False,24.0,2.6
6781,Bassem,Morsi,Male,1999-03-22,2020-11-22,,No,5889,1,False,False,False,False,26.8,5.1
6782,Naglaa,Ghanem,Female,1977-08-30,2022-12-15,,No,415,55,False,False,False,False,48.3,3.0
6783,Hassan,Shaker,Male,1978-05-10,2019-06-02,2025-07-19,Yes,11556,31,False,False,False,False,47.6,6.1
6784,Amr,Fekry,Male,1999-05-31,2023-07-19,,No,9946,13,False,False,False,False,26.6,2.5
6785,Lobna,Khattab,Female,1997-12-02,2020-04-09,,No,6040,25,False,False,False,False,28.1,5.7
6786,Amira,Shalaby,Female,1989-10-14,2024-05-31,,No,4827,73,False,False,False,False,36.2,1.6
6787,Ola,Amer,Female,1992-05-09,2020-02-07,,No,6038,49,False,False,False,False,33.6,5.9
6788,Sherif,Radwan,Male,1995-01-05,2021-11-07,2025-10-12,Yes,6033,70,False,False,False,False,31.0,3.9
6789,Mona,Nawara,Female,1977-09-19,2023-04-11,,No,2007,63,False,False,False,False,48.3,2.7
6790,Adel,Mandour,Male,1996-05-25,2020-12-08,2024-07-19,Yes,9893,3,False,False,False,False,29.6,3.6
6791,Essam,Tawfik,Male,1992-01-16,2023-02-26,,No,11595,4,False,False,False,False,34.0,2.8
6792,Shereen,Mansour,Female,1991-10-20,2023-12-25,,No,10092,60,False,False,False,False,34.2,2.0
6793,Ramy,Aziz,Male,1994-06-02,2022-10-27,,No,13975,4,False,False,False,False,31.6,3.2
6794,Ahmed,Ezzat,Male,1998-07-20,2020-07-04,,No,319,34,False,False,False,False,27.5,5.5
6795,Asmaa,Arafa,Female,2001-07-30,2023-04-29,,No,902,46,False,False,False,False,24.4,2.7
6796,Mostafa,Gamal,Male,1997-05-29,2019-01-02,,No,10468,36,False,False,False,False,28.6,7.0
6797,Faris,Moustafa,Male,1998-07-31,2023-06-19,2025-03-15,Yes,1390,56,False,False,False,False,27.4,1.7
6798,Abeer,Khamis,Female,1983-12-30,2022-08-31,,No,12859,5,False,False,False,False,42.0,3.3
6799,Nevine,Saber,Female,1975-03-26,2021-11-05,,No,4311,33,False,False,False,False,50.8,4.2
6800,Wael,Salem,Male,1988-05-17,2021-04-03,,No,1391,7,False,False,False,False,37.6,4.7
6801,Rabab,Zohair,Female,1993-03-29,2023-09-22,,No,553,26,False,False,False,False,32.8,2.3
6802,Salma,Ghanem,Female,1999-07-09,2023-10-08,,No,9122,68,False,False,False,False,26.5,2.2
6803,Nevine,Khalil,Female,1984-06-22,2020-09-03,,No,2351,60,False,False,False,False,41.5,5.3
6804,Hany,Tawfik,Male,1998-11-02,2023-12-27,,No,5111,68,False,False,False,False,27.2,2.0
6805,Dina,Fawzy,Female,1985-10-04,2022-10-16,,No,12125,73,False,False,False,False,40.2,3.2
6806,Mohamed,Arafa,Male,1985-11-09,2024-04-25,,No,1734,75,False,False,False,False,40.1,1.7
6807,Abeer,Attia,Female,1990-08-26,2021-04-02,,No,11591,6,False,False,False,False,35.4,4.8
6808,Ola,Hassan,Female,1997-04-18,2022-07-06,,No,3583,26,False,False,False,False,28.7,3.5
6809,Hend,Shahin,Female,1992-08-11,2019-03-17,2023-06-24,Yes,14730,58,False,False,False,False,33.4,4.3
6810,Magdy,Borhan,Male,1968-06-11,2023-02-07,,No,4526,44,False,False,False,False,57.6,2.9
6811,Hala,Bishara,Female,1982-02-07,2021-01-31,,No,11371,6,False,False,False,False,43.9,4.9
6812,Laila,Badawy,Female,1995-09-17,2021-09-14,,No,9198,36,False,False,False,False,30.3,4.3
6813,Amr,Farid,Female,1982-10-12,2023-08-20,,No,13109,28,False,False,False,False,43.2,2.4
6814,Mahmoud,Ezzat,Male,1984-02-27,2022-11-09,2025-07-06,Yes,812,5,False,False,False,False,41.8,2.7
6815,Amr,Ghanem,Male,1988-09-27,2020-03-01,,No,5773,6,False,False,False,False,37.3,5.8
6816,Mahmoud,Moustafa,Male,1982-10-28,2019-05-01,,No,3185,5,False,False,False,False,43.2,6.7
6817,Hany,Soliman,Male,1999-12-14,2021-01-28,2022-06-04,Yes,14276,34,False,False,False,False,26.1,1.3
6818,Lobna,Saad,Female,1999-10-11,2019-03-21,,No,1402,68,False,False,False,False,26.2,6.8
6819,Ashraf,Khamis,Male,1992-12-30,2019-08-26,,No,1752,36,False,False,False,False,33.0,6.4
6820,Aya,Gabr,Female,1996-05-10,2020-12-20,,No,14385,26,False,False,False,False,29.6,5.0
6821,Ola Salma,Roushdy,Female,1998-05-14,2020-12-02,2020-11-04,Yes,12037,2,False,True,False,False,27.6,-0.1
6822,Heba,Gabr,Female,1998-06-12,2024-02-01,,No,1276,67,False,False,False,False,27.6,1.9
6823,Samir,Shaker,Male,1998-06-05,2021-01-27,,No,440,59,False,False,False,False,27.6,4.9
6824,Sahar,Badawy,Female,2000-05-13,2024-05-27,,No,8492,45,False,False,False,False,25.6,1.6
6825,Naglaa,Sabry,Female,1999-12-14,2020-03-17,,No,12164,24,False,False,False,False,26.1,5.8
6826,Yasmin,Wahba,Female,1977-02-04,2019-10-26,,No,6750,8,False,False,False,False,48.9,6.2
6827,Hassan,Elnaggar,Male,1993-06-08,2020-10-19,,No,6532,4,False,False,False,False,32.6,5.2
6828,Mai,Abdo,Female,1990-01-24,2023-06-09,,No,9749,71,False,False,False,False,35.9,2.6
6829,Mostafa,Elwy,Male,1984-08-01,2023-07-23,,No,5247,6,False,False,False,False,41.4,2.4
6830,Fatma,Diab,Female,1996-11-16,2022-03-23,2023-08-17,Yes,13280,14,False,False,False,False,29.1,1.4
6831,Youssef,Zohair,Male,1982-04-16,2023-07-20,,No,7559,16,False,False,False,False,43.7,2.5
6832,Mariam,Saber,Female,1983-03-30,2023-06-09,,No,1074,49,False,False,False,False,42.8,2.6
6833,Amr,Hilal,Male,2002-10-23,2024-01-15,2025-09-14,Yes,8079,46,False,False,False,False,23.2,1.7
6834,Eman,Ramadan,Female,1984-12-20,2022-07-26,,No,1855,28,False,False,False,False,41.0,3.4
6835,Sara,Ramadan,Female,1999-06-18,2022-08-13,,No,9858,12,False,False,False,False,26.5,3.4
6836,Hazem,Hendy,Male,1994-11-27,2024-01-06,,No,7385,14,False,False,False,False,31.1,2.0
6837,Nada,Abboud,Male,1998-08-04,2019-12-17,,No,10613,26,False,False,False,False,27.4,6.0
6838,Ola,Osman,Female,1984-02-14,2019-02-09,,No,2482,49,False,False,False,False,41.9,6.9
6839,Hosam,Hamdy,Male,1995-02-09,2021-07-28,,No,10228,59,False,False,False,False,30.9,4.4
6840,Hend,Mostafa,Female,1998-04-21,2021-10-27,,No,10741,45,False,False,False,False,27.7,4.2
6841,Omar,Ghoneim,Male,1990-07-19,2019-07-18,,No,11895,49,False,False,False,False,35.5,6.5
6842,Nada,Selim,Female,1994-04-28,2019-06-21,,No,10027,26,False,False,False,False,31.7,6.5
6843,Mohamed,Farid,Male,1992-12-05,2024-02-22,,No,14203,73,False,False,False,False,33.1,1.9
6844,Ibrahim,Mostafa,Male,1994-07-02,2019-04-29,2023-12-03,Yes,10236,15,False,False,False,False,31.5,4.6
6845,Hazem,Kamel,Male,1990-03-23,2022-02-09,,No,6005,59,False,False,False,False,35.8,3.9
6846,Mai,Khattab,Female,2001-09-03,2022-10-07,2024-02-11,Yes,5248,23,False,False,False,False,24.3,1.3
6847,Nevine,Abdel-Rahman,Female,1994-09-06,2020-04-13,,No,2425,37,False,False,False,False,31.3,5.7
6848,Essam,Fawzy,Male,2001-12-09,2021-04-08,,No,6276,68,False,False,False,False,24.1,4.7
6849,Adel,Khamis,Male,1975-03-29,2019-02-24,,No,9437,65,False,False,False,False,50.8,6.9
6850,Mahmoud Hany,Abboud,Male,1998-03-30,2021-05-02,,No,9085,56,False,False,False,False,27.8,4.7
6851,Hend,Zaki,Female,1992-12-12,2024-05-26,,No,13572,61,False,False,False,False,33.1,1.6
6852,Ramy,Soliman,Male,1983-05-26,2020-08-12,,No,12825,31,False,False,False,False,42.6,5.4
6853,Rania,Shalaby,Female,1998-04-09,2021-01-31,,No,3337,67,False,False,False,False,27.7,4.9
6854,Hassan,Ezzat,Male,1988-07-08,2019-08-29,,No,4444,7,False,False,False,False,37.5,6.3
6855,Noha,Nawara,Female,1984-05-12,2021-04-25,,No,10852,72,False,False,False,False,41.6,4.7
6856,Karim,Mostafa,Male,1991-01-19,2021-07-10,,No,7976,36,False,False,False,False,35.0,4.5
6857,Omar,Ibrahim,Male,2000-06-10,2021-06-17,,No,3275,35,False,False,False,False,25.6,4.5
6858,Hassan,Amer,Male,1995-07-16,2020-11-25,,No,1755,26,False,False,False,False,30.5,5.1
6859,Youssef,Gabr,Male,1978-12-22,2022-08-13,,No,4489,63,False,False,False,False,47.0,3.4
6860,Bassem,Salem,Male,1977-10-11,2023-08-14,,No,3998,64,False,False,False,False,48.2,2.4
6861,Mahmoud,Barakat,Male,1993-04-07,2022-02-11,,No,12221,47,False,False,False,False,32.7,3.9
6862,Sahar,Roushdy,Female,1992-04-13,2023-05-01,,No,1752,36,False,False,False,False,33.7,2.7
6863,Reem,Selim,Female,2001-12-01,2024-06-27,,No,743,67,False,False,False,False,24.1,1.5
6864,Mostafa,Wahba,Male,1998-08-03,2019-12-16,,No,8977,35,False,False,False,False,27.4,6.0
6865,Mai,Radwan,Female,1990-12-31,2023-10-20,,No,8706,3,False,False,False,False,35.0,2.2
6866,Salma,Mansour,Female,2002-10-01,2020-05-05,,No,13097,2,False,False,False,False,23.3,5.7
6867,Sameh,El-Sayed,Male,1981-11-22,2019-02-20,,No,11972,30,False,False,False,False,44.1,6.9
6868,Lobna,Sherif,Female,1993-12-19,2019-08-22,,No,6235,48,False,False,False,False,32.0,6.4
6869,Ramzy,Abdalla,Male,1992-12-24,2024-01-09,,No,10338,37,False,False,False,False,33.0,2.0
6870,Hala,Hafez,Female,2000-06-08,2024-05-17,,No,6958,45,False,False,False,False,25.6,1.6
6871,Magdy,Ezzat,Male,1998-08-03,2019-02-08,2024-11-21,Yes,12844,56,False,False,False,False,27.4,5.8
6872,Sara,Gouda,Female,1998-02-09,2023-03-08,,No,5554,23,False,False,False,False,27.9,2.8
6873,Ramzy,Wahba,Male,2001-04-12,2019-10-19,,No,13971,68,False,False,False,False,24.7,6.2
6874,Nader,Elnaggar,Male,1986-06-30,2024-01-24,,No,9551,5,False,False,False,False,39.5,1.9
6875,Rania,Lotfy,Female,1980-01-17,2024-06-28,,No,9680,30,False,False,False,False,46.0,1.5
6876,Ali,Sherif,Male,1992-08-13,2022-01-13,,No,13065,26,False,False,False,False,33.4,4.0
6877,Noha,Ayoub,Female,1998-03-17,2023-01-06,,No,9660,26,False,False,False,False,27.8,3.0
6878,Ashraf,Hamdy,Male,2001-08-12,2022-08-15,,No,6973,68,False,False,False,False,24.4,3.4
6879,Emad,Gabr,Male,1984-07-01,2023-05-13,,No,9871,7,False,False,False,False,41.5,2.6
6880,Sahar,Barakat,Female,1998-01-08,2020-03-22,,No,4313,58,False,False,False,False,28.0,5.8
6881,Mohamed,El-Sayed,Male,2001-04-30,2019-12-06,2024-08-08,Yes,1256,56,False,False,False,False,24.7,4.7
6882,Adel,Attia,Male,1993-04-24,2021-03-29,,No,7489,59,False,False,False,False,32.7,4.8
6883,Aya,Attia,Female,1977-02-17,2021-05-23,,No,11427,66,False,False,False,False,48.9,4.6
6884,Lobna,Abboud,Female,1990-12-30,2019-02-10,2023-12-19,Yes,8723,37,False,False,False,False,35.0,4.9
6885,Reem,Aziz,Female,1979-12-31,2021-10-25,,No,3295,42,False,False,False,False,46.0,4.2
6886,Abeer,Shalaby,Female,1998-09-25,2023-03-28,,No,1743,56,False,False,False,False,27.3,2.8
6887,Wael,Fawzy,Male,1999-09-08,2023-01-18,,No,14000,45,False,False,False,False,26.3,3.0
6888,Ghada,Makhlouf,Female,1984-03-04,2021-12-15,,Yes,289,28,False,False,True,False,41.8,4.0
6889,Asmaa,Abboud,Female,1987-11-13,2019-09-03,2021-11-16,Yes,6107,17,False,False,False,False,38.1,2.2
6890,Sara,Mostafa,Female,2000-04-08,2023-06-14,,No,9759,24,False,False,False,False,25.7,2.6
6891,Ghada,Soliman,Female,1978-06-29,2020-02-17,,No,9759,32,False,False,False,False,47.5,5.9
6892,Youssef,Fawzy,Male,1997-11-29,2021-12-15,,No,2176,4,False,False,False,False,28.1,4.0
6893,Mohamed,Soliman,Male,1995-10-13,2022-12-26,,No,8687,59,False,False,False,False,30.2,3.0
6894,Nadia,Amer,Female,1982-10-16,2020-01-03,,No,13047,71,False,False,False,False,43.2,6.0
6895,Wael,Fahmy,Male,1990-12-23,2021-11-06,,No,10101,48,False,False,False,False,35.0,4.2
6896,Hosam,Badawy,Male,2000-10-03,2023-03-22,,No,3662,12,False,False,False,False,25.2,2.8
6897,Mohamed,Gamal,Male,1999-09-24,2020-03-31,,No,8195,57,False,False,False,False,26.3,5.8
6898,Yasmin,Hendy,Female,1982-07-20,2019-05-02,,No,14849,53,False,False,False,False,43.5,6.7
6899,Hend,Nasr,Female,1991-09-22,2020-11-12,,No,5240,61,False,False,False,False,34.3,5.1
6900,Ziad,Elwy,Male,2002-10-08,2022-07-28,,No,5444,24,False,False,False,False,23.2,3.4
6901,Mahmoud,Ghoneim,Male,1980-01-27,2020-03-03,2021-05-20,Yes,2898,64,False,False,False,False,45.9,1.2
6902,Nada,Ragab,Female,1968-12-12,2020-12-30,,No,7385,21,False,False,False,False,57.1,5.0
6903,Sherif,Ramadan,Male,1986-11-24,2021-05-01,,No,10782,72,False,False,False,False,39.1,4.7
6904,Mariam,Moustafa,Female,2000-05-03,2020-09-09,2025-03-04,Yes,3646,57,False,False,False,False,25.7,4.5
6905,Mariam,Saber,Female,1998-05-08,2021-10-11,,No,10048,48,False,False,False,False,27.7,4.2
6906,Ali,Moustafa,Male,2000-03-11,2019-03-02,,No,3129,34,False,False,False,False,25.8,6.8
6907,Mona,Hendy,Female,1990-04-16,2024-01-14,,No,2367,3,False,False,False,False,35.7,2.0
6908,Khaled,Tantawy,Male,2000-11-12,2023-06-07,,No,646,57,False,False,False,False,25.1,2.6
6909,Hazem,Yousef,Male,1977-10-18,2022-07-05,,No,8193,20,False,False,False,False,48.2,3.5
6910,Shereen,Hegazy,Female,1968-01-01,2019-10-02,,No,10416,77,False,False,False,False,58.0,6.3
6911,Ibrahim,Nassar,Male,2002-12-20,2020-01-31,,No,9159,12,False,False,False,False,23.0,5.9
6912,Mostafa,Sherif,Male,1998-12-01,2021-05-06,,No,11893,34,False,False,False,False,27.1,4.7
6913,Hazem,Rizk,Male,1992-07-01,2024-02-14,,No,4145,69,False,False,False,False,33.5,1.9
6914,Nada,Gamal,Female,1992-10-28,2020-11-29,,No,1102,58,False,False,False,False,33.2,5.1
6915,Noha,Diab,Female,1987-09-21,2023-03-29,,No,9994,60,False,False,False,False,38.3,2.8
6916,Doaa,Gabr,Female,2001-09-06,2020-09-03,,No,2776,45,False,False,False,False,24.3,5.3
6917,Nour,Diab,Female,1975-05-18,2020-11-10,,No,7927,63,False,False,False,False,50.6,5.1
6918,Sahar,Khamis,Female,1982-12-12,2022-12-01,,No,14274,30,False,False,False,False,43.1,3.1
6919,Ahmed,Khalil,Male,1990-03-04,2022-09-03,,No,784,16,False,False,False,False,35.8,3.3
6920,Tarek,Saber,Male,1992-09-10,2021-11-13,,No,2345,37,False,False,False,False,33.3,4.1
6921,Hosam,Saber,Male,1993-12-17,2023-04-25,2024-06-04,Yes,7157,48,False,False,False,False,32.0,1.1
6922,Amira,Ghoneim,Female,1996-07-15,2022-06-23,,No,7276,59,False,False,False,False,29.5,3.5
6923,Karim,Abdo,Male,1985-01-12,2023-11-23,,No,7484,60,False,False,False,False,41.0,2.1
6924,Salma,Nawara,Female,2002-04-25,2020-06-15,,No,677,68,False,False,False,False,23.7,5.5
6925,Ramy,Nasr,Male,1979-04-27,2022-12-09,,No,1949,74,False,False,False,False,46.7,3.1
6926,Hassan,Elnaggar,Male,1979-06-29,2020-02-13,,No,7510,64,False,False,False,False,46.5,5.9
6927,Ramzy,Gouda,Male,2002-07-08,2021-08-11,2024-09-23,Yes,13358,67,False,False,False,False,23.5,3.1
6928,Magdy,Lotfy,Male,2001-01-04,2019-06-24,,No,6750,2,False,False,False,False,25.0,6.5
6929,Sahar,Attia,Female,1980-06-25,2020-03-09,,No,5040,30,False,False,False,False,45.5,5.8
6930,Karim,Borhan,Male,1977-03-19,2019-05-10,,No,11054,42,False,False,False,False,48.8,6.6
6931,Rania,Soliman,Female,2002-09-24,2019-08-29,,No,6867,23,False,False,False,False,23.3,6.3
6932,Ibrahim,Nasr,Male,1998-05-17,2022-10-13,,No,4556,37,False,False,False,False,27.6,3.2
6933,Hosam,Makhlouf,Male,1994-11-03,2021-09-09,,No,2464,59,False,False,False,False,31.2,4.3
6934,Emad,Mostafa,Male,2000-08-09,2022-03-12,,No,13352,34,False,False,False,False,25.4,3.8
6935,Naglaa,Hafez,Female,1991-12-24,2024-03-16,,No,12684,60,False,False,False,False,34.0,1.8
6936,Ola,Badawy,Female,1994-12-21,2019-07-08,,No,4371,47,False,False,False,False,31.0,6.5
6937,Essam,Gamal,Male,1999-11-15,2021-07-23,,No,6533,56,False,False,False,False,26.1,4.4
6938,Reem,Ramadan,Female,1990-08-14,2019-02-23,,No,10741,48,False,False,False,False,35.4,6.9
6939,Aya,Ghoneim,Female,1984-09-06,2020-05-29,2021-11-19,Yes,7572,73,False,False,False,False,41.3,1.5
6940,Samir,Shaker,Male,1999-12-10,2023-11-29,,No,13109,23,False,False,False,False,26.1,2.1
6941,Nada,Khalil,Female,1996-05-06,2020-11-13,2024-07-28,Yes,6783,25,False,False,False,False,29.7,3.7
6942,Ahmed,Saber,Male,1994-11-16,2021-07-23,2024-04-18,Yes,10409,3,False,False,False,False,31.1,2.7
6943,Ziad,Kamel,Male,1990-11-24,2023-10-03,,No,13914,39,False,False,False,False,35.1,2.2
6944,Nadia,Abdo,Female,1979-06-28,2023-12-28,2024-11-16,Yes,8315,42,False,False,False,False,46.5,0.9
6945,Fatma,Ghoneim,Female,1999-05-17,2020-05-12,,No,14630,24,False,False,False,False,26.6,5.6
6946,Amr,Nagi,Male,1976-10-19,2020-11-21,,No,12803,64,False,False,False,False,49.2,5.1
6947,Aya,Bishara,Female,1989-07-01,2022-05-24,,No,8270,28,False,False,False,False,36.5,3.6
6948,Ashraf,Roushdy,Male,1976-01-26,2022-12-10,,No,13717,30,False,False,False,False,49.9,3.1
6949,Dalia,Yousef,Female,1992-03-14,2020-01-18,2024-06-07,Yes,4958,69,False,False,False,False,33.8,4.4
6950,Rania,Gabr,Female,2000-03-06,2023-07-06,,No,6020,1,False,False,False,False,25.8,2.5
